,key,Brewery Key,Style Key,Description,ABV,Ave Rating,Min IBU,Max IBU,Astringency_customer,Body_customer,Alcohol_customer,Bitter_customer,Sweet_customer,Sour_customer,Salty_customer,Fruits_customer,Hoppy_customer,Spices_customer,Malty_customer,Astringency_description,Body_description,Alcohol_description,Bitter_description,Sweet_description,Sour_description,Salty_description,Fruits_description,Hoppy_description,Spices_description,Malty_description
2112,3098,1373,71,Ingredients Water malt pilsner smoked chocolate cara munich and brown roasted barley rolled oats brown sugar hops and yeast ,8.0,4.1,35,50,19,115,15,108,79,13,0,13,58,29,141,0,1,0,1,1,0,0,0,1,1,1
2113,3099,1087,71,With award winning cold pressed coffee from Bird Rock Roasters of La Jolla this Coffee Porter is black in color with khaki tan head Strong coffee flavors with rich chocolate and roasted malts ,8.0,4.23,35,50,11,95,16,109,62,6,0,2,17,21,164,0,1,0,1,1,0,0,0,0,0,1
2114,3100,399,71,Aged year in Brinley Rum barrels Shipwreck PorterBarrel Aged PorterABV IBU SRM When our friends and neighbors at Brinley shipped us ten of the barrels used to make their Brinley Gold Shipwreck Rum from their distillery on St Kitts we were given the opportunity to create beer that would take advantage of wood rather than the other way around We looked to coax complexity out of the marriage of barrel soul and brew potential not just to bomb huge beer with huge flavor The rum that lives in these barrels for four years integrates its spice to the wood so well that it ends up reminiscent of Bananas Foster sturdy brown honey porter seemed the best host to receive the ghosts from Shipwreck old home We started with base of deep malts looking for notes of coffee and chocolate then enhanced them with the floral bouquet of local wildflower honey and the preservative strength of ABV while keeping the body sensible This was put in the casks to meld with the vanilla wood and spice notes toned down by the oxidative effect of year in the cellar Drink Shipwreck Porter because barrel should be so much more than depth charge https www youtube com watch JMRNXQnMTAg list UUnNILcyxWbvjLRKg ,10.0,4.24,35,50,2,93,72,48,68,3,0,10,9,40,111,0,1,1,1,1,0,0,0,1,1,1
2115,3101,608,72,No absence of hops gives Founders robust porter the full flavor you deserve and expect IBU ,6.5,4.27,25,40,13,87,8,84,63,13,0,15,57,9,125,0,1,0,1,0,0,0,0,1,0,0
2116,3102,135,72,Our award winning Porter bridges the gap between malty brown ales and heavily roasted stouts Notes of chocolate coffee and roasted barley are offset with just slight hop bitterness Enjoy any time of the year ,5.6,3.88,25,40,8,83,10,87,54,7,0,8,50,11,131,0,1,0,1,1,0,0,0,1,0,1
2117,3103,1231,72,This hearty mahogany colored ale is brewed to evoke the dark full bodied ales that were favorite of dockworkers and warehousemen hence the name Porter in th century London It is good bet that when Dickens Mr Pickwick sat down for pint we would have been drinking an ale much like our Robust Porter This is smooth and very drinkable beer characterized by its well balanced malt and hops plus subtle notes of coffee and chocolate IBU ,6.2,4.15,25,40,5,108,4,97,59,14,0,21,44,14,130,0,1,0,1,1,0,0,0,1,0,1
2118,3104,1033,72,Intense fresh cacao flavors swirl with popping coconut aromas all supported by semi sweet porter made from loads of dark chocolate and extra dark caramel malt This limited release specialty comes around once year to satisfy that sweet tooth so get em while you can before they disappear At ABV and IBUs this choconut goodness will have you yellin Pass Dash Hit all winter long ,6.5,4.18,25,40,12,101,17,37,84,1,0,79,12,8,99,1,1,0,1,1,0,0,1,0,0,1
2119,3105,1139,72,A striking robust porter full of warmth and chocolate malt Eugene is robust porter named after Eugene Debs an American union leader and activist who led the Pullman Railroad strike in An assortment of Belgian specialty malts form complex structure of toasted grain and caramel flavors Dark chocolate malt makes this porter black as night and infuses it with its distinct intense chocolate essence IBU ,6.8,4.01,25,40,10,121,11,56,102,16,0,15,38,22,159,0,1,1,0,1,0,0,0,0,0,1
2120,3106,543,72,With notes of coffee and dark chocolate this porter is roasty and rich with robust yet smooth body Toasted malts give it sinister black color but its crisp taste will have you believing that there no more need to be afraid of the dark Lager malt Munich malt chocolate malt Bavarian hops with the slight addition of authentic Icelandic roasted coffee ,6.0,3.85,25,40,9,88,5,83,80,12,2,15,26,10,152,1,1,0,1,1,0,0,0,1,0,1
2121,3108,486,72,Thirsty Trout is rich robust American Porter Dark brown in color with medium to heavy body and hints of light roast Aromas of chocolate leave way to full mouthfeel and somewhat sweet finish to make this porter desirable companion Thirsty Trout is rich robust American Porter that will have you yelling CHOCOLATE after the first whiff Dark brown in color with medium body and hints of light roast The aromas of chocolate cupcake lead the way to sweet caramel and toffee body that finish beautifully with hops Stay trout my friends ,7.0,3.84,25,40,16,112,19,48,82,13,0,17,25,18,135,0,1,0,1,1,0,0,0,1,0,1
2122,3109,1397,72,Chief BlackHawk Porter is robust black and sharply bittersweet ale This style was traditionally the session beer consumed by the porters in London Hold your glass to the light and you may glimpse dashes of garnet dancing through this dark black ale Count on dense and creamy mocha head to rise few inches and leave sticky lacy trail down the sides of your glass as it slowly settles The aroma of coffee beans and bittersweet chocolate will water your mouth Visions of sticking your finger in bowl of thick fudgey batter or stealing darkened and decadent chocolate chip cookie might creep into your thoughts variety of dark roasted malts Brown Chocolate Black lend rich flavors and deep colors to this ale ,5.75,3.84,25,40,22,90,12,92,65,9,1,3,53,12,151,0,1,0,1,1,0,0,0,1,0,1
2123,3110,595,72,Raincloud is the perfect stay at home brew Dark smooth mysterious this rich and flavorful porter is brewed with chocolate and crystal malts and subtle blend of European hops Raincloud is the ideal accompaniment for lazy day of movie watching or reading ,6.5,3.84,25,40,8,91,12,68,48,2,1,5,38,6,120,0,1,0,1,1,0,0,0,1,0,1
2124,3111,1242,72,American hops provide smooth distraction for Payback Porter robust strength which is concealed within the shadows of dark imported malts Brewed with English chocolate malts and rolled oats this Robust Porter pours deep chocolate brown and is rich in roasted malt aromas and coffee flavors With notes of espresso baker cocoa and sweet toasted maltiness Payback finishes with creamy mouthfeel ,7.5,3.93,25,40,8,114,13,111,72,12,0,17,68,14,170,0,1,0,1,1,0,0,0,1,0,1
2125,3112,151,72,A small bottle with big flavor Brewed with six different malts and generously hopped robust doesn really begin to describe this beer Smooth chocolate flavors with hints of Coffee Caramel and Vanilla Hop presence is copious and is matched by rich malt flavors IBU ,5.8,3.85,25,40,13,134,10,85,85,9,0,7,35,15,159,0,1,0,1,1,0,0,0,1,0,1
2126,3113,523,72,A robust Porter Drake Black Robusto has roasty character and is stronger in alcohol than regular porter thus robust Dark black in color with chocolate maltiness from seven different types of barley and spicy herbal hop character from Northdown and Williamette hops IBU ,6.3,3.97,25,40,11,104,14,86,62,9,1,4,46,15,137,0,1,1,1,1,0,0,0,1,1,1
2127,3114,528,72, Guilty Filthy Soul Imperial Chocolate Rye Porter sliver medalist at both The World Beer Cup and Great American Beer Festival is medium full bodied with rich aromas and flavors of roasted malt and cocoa accented by underlying notes of peppery rye and strong abv The addition of chocolate to the beer imbues it with inimitable flavor velvety mouthfeel and crisp bittersweet finish Lay down your burdens and pick up our award winning Imperial Chocolate Rye Porter you won regret it ,7.7,3.98,25,40,11,126,16,50,79,1,0,2,29,26,177,1,1,1,1,1,0,0,0,1,1,1
2128,3115,1244,72,Out God Damn Pigeon Porter was brewed with our friends from across the pond in mind We use traditional English Amber malt but being the unruly Americans we are we put our own happy twist on things One of our favorite hops Simcoe was added late in the bail This delightful porter will take your mind off the everyday nuisances of living in big city especially those ing pigeons ,8.2,4.03,25,40,11,89,21,96,65,12,0,17,67,10,103,0,1,0,1,0,0,0,0,1,0,1
2129,3116,473,72,This robust porter is black in color is medium bodied and has rich roasted malt flavor ending with pleasing hop flavor and mild hop bitterness ,6.0,3.75,25,40,16,77,4,87,50,2,0,6,61,18,126,0,1,0,1,0,0,0,0,1,0,1
2130,3117,1139,72,Our robust porter aged with Dark Matter Revolution blend whole bean coffee ,6.8,4.23,25,40,22,95,10,136,65,18,0,7,47,20,197,0,0,0,1,0,0,0,0,0,0,1
2131,3118,595,72,For when it rains so much you need peanut butter in your beer Sometimes the rain can drive you nuts so you might as well have some in your beer With that we are proud to introduce Peanut Butter Raincloud unique and flavorful adaptation of our popular Raincloud robust porter Raise glass to the miracle that is peanut butter porter ,5.4,3.77,25,40,13,154,7,45,49,12,1,7,32,11,259,0,1,0,0,0,0,0,0,0,0,1
2132,3119,1271,72,Our robust porter utilizes myriad of dark malts that impart coffee and chocolate notes This roasty profile makes for smooth and incredibly drinkable beer Medium bodied balanced and finishing slightly dry our Porter is perfectly suited for enjoying multiple pints ,5.5,4.14,25,40,18,124,8,72,72,8,0,11,36,7,120,1,1,0,1,1,0,0,0,0,0,1
2133,3120,814,72,This black in color porter has roasty caramel low hop aroma It has lightly burnt malty taste with medium dry finish clean refreshing porter ,5.5,3.81,25,40,30,94,15,76,76,35,1,22,43,19,113,1,0,0,1,1,0,0,0,1,0,1
2134,3121,378,72,Gran Sport is robust porter marked by its finesse and distinct malt backbone Aromatic notes of chocolate and roasted coffee compliment the full bodied mouthfeel derived from healthy addition of oat flakes Dark Roasty Malty Splendid IBU ,5.2,4.08,25,40,19,114,5,83,50,9,0,9,52,15,140,0,1,0,1,1,0,0,0,0,0,1
2135,3122,59,72,Fionn is Imperial English Porter with hazelnuts and coffee ,10.2,4.35,25,40,3,41,8,38,46,0,1,2,9,6,124,0,0,0,1,0,0,0,0,0,0,1
2136,3124,662,72,Robust Vanilla Porter ,6.5,3.94,25,40,5,82,9,31,67,4,0,5,18,61,97,0,0,0,0,0,0,0,0,0,0,0
2137,3125,795,72,Big malty and dark Draken Robust porter exudes roasty aroma from its tan head You ll taste complex and rich chocolate and caramel malt character followed by touch of warmth and light malt sweetness Draken has subtle flavors of raisins and dark fruits and touch of hop bitterness to balance the flavor on the palate Despite its dark appearance the beer is medium bodied with wonderful mouthfeel that allows the rich flavors to linger on your tongue just long enough to last until the next sip ,6.8,4.2,25,40,12,111,12,76,96,17,0,19,45,17,153,0,1,1,1,1,1,0,1,1,0,1
2138,3127,658,72,Dark and full bodied this is our interpretation of the classic English Porter style Made with nine varieties of malt and assertively hopped our porter is packed with flavor Strong coffee and chocolate tones create special brew for those advancing on the path of fine beer appreciation ,7.5,4.02,25,40,13,156,11,69,72,14,0,6,33,27,146,0,1,0,1,1,0,0,0,1,0,1
2139,3128,3,72,Our Crew constructed Foreman Robust Porter with enough malty roastness to satisfy even the hardest working men and women Break time is over Back To Work ,6.5,4.05,25,40,6,44,4,41,22,2,0,3,15,3,56,0,0,0,0,0,0,0,0,0,0,1
2140,3129,1245,72,Brewed with roasted praline pecans this robust porter provides subtle notes of roasted pecans vanilla caramel and brown sugar ,6.0,3.66,25,40,13,50,5,32,75,8,0,2,27,20,119,0,0,0,0,1,0,0,0,0,1,1
2141,3131,1490,72,A robust dark ale with plenty of roasted malt character Coffee chocolatey goodness with enough hops to balance Put your th grade superstitious self aside and cross paths with this nimble beast ,5.4,3.79,25,40,4,44,4,27,33,5,0,2,17,3,75,0,1,0,1,1,0,0,0,1,0,1
2142,3132,1333,72,Robust porter made with real roasted peanuts and peanut butter from Germack Pistachio Company IBU ,6.0,4.11,25,40,7,58,8,14,31,2,3,5,13,9,123,0,1,0,0,0,0,0,0,0,0,1
2143,3134,1381,72,Pop Art is Robust Porter brewed with plethora of chocolate and roasted malts caramel malt and Kuromitsu Kuromitsu or black honey is very dark sugar syrup made from Japanese unrefined Okinawan kurozato It is similar to molasses but with milder more subtle taste Pop Art pours beautiful clean black color in the glass and tastes like chocolate fudge subtle molasses and gently bitter dark malts It is robust porter through and through with intense yet rewarding flavors Enjoy ,8.2,4.11,25,40,6,42,7,39,65,2,0,0,13,1,99,1,1,0,1,1,0,0,0,1,0,1
2144,3137,989,72,Robust porter brewed with hefty amount of flaked oats and conditioned on vanilla beans and an exclusive coffee blend from our friends at Valiant Coffee Packaged in its purest form unfined and unfiltered ,6.5,4.05,25,40,1,53,7,44,30,3,0,5,5,21,92,0,0,0,1,0,0,0,0,0,1,1
2145,3138,1113,72,Robust coffee infused porter ,6.8,4.18,25,40,2,25,1,20,13,0,0,0,3,1,31,0,0,0,1,0,0,0,0,0,0,1
2146,3140,298,72,Big chocolate roasted and mocha notes are the key to this style wise country football coach once said there no point half doing something And in making this porter we ve taken his advice on board our Robust Porter uses plenty of roast barley and chocolate malt to give you big porter that won leave you asking for more Try this one with dark chocolate and liquorice Bridge Road Porter like many of its beers pulls no punches Make no mistake the Robust Porter is big and bold yet its smooth roasty texture makes it one to convert the non dark drinker Match it with rich chocolate deserts cold winter nights or freshly shucked oysters ,5.2,3.62,25,40,17,93,4,66,67,16,0,14,26,3,124,1,1,0,1,1,0,0,0,0,0,1
2147,3141,595,72,A smooth porter brewed with enough coffee to make double espresso shots finished with touch of vanilla ,6.5,3.89,25,40,6,13,2,12,4,2,0,0,0,10,20,0,1,0,1,0,0,0,0,0,1,1
2148,3142,1381,72,Surrealism is robust porter brewed with significant dose of oats atop base of chocolate roasted caramel and pale malts It pours midnight black color in the glass with dense and frothy mocha colored head It a looker indeed We taste and smell dark chocolate fudge chewy brownies and chocolate syrup The oats add smooth and frothy layer to an easy drinking densely flavored beer What an indulgence Enjoy ,7.5,4.22,25,40,6,42,1,17,30,3,0,2,4,13,70,0,1,0,1,1,0,0,0,0,0,1
2149,3143,752,72,A robust porter for robust player this is tribute to David Ortiz showing our appreciation and love for Boston legend will assault your palate with flavors of dark chocolate burnt caramel and dark fruit while the sturdy malt body provides ample strength to hit anything thrown at it touch of sweetness persists through the finish balancing out the strong character found throughout the beer ,6.7,4.13,25,40,0,29,2,11,20,4,0,3,4,1,26,0,1,1,1,1,1,0,1,0,0,1
2150,3144,623,72,A robust porter with roast character from dark malt and Frost Bean Works coffee beans Beans imported by our friends at Hacienda La Minita and roasted in house complement grain bill incorporating coffee malt to create multi layered experience ABV IBU ,6.5,4.14,25,40,3,38,0,35,21,0,0,0,6,7,64,0,0,0,1,0,0,0,0,0,0,1
2151,3148,908,72,pho spiced porter ,6.0,3.23,25,40,1,3,1,1,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0,0,1,0
2152,3151,1270,73,A porter with hints of chocolate coffee balanced by subtle smokinessFirst Release December When first released our smoky version of traditional English porter was ahead of its time Today it a highly regarded staple among craft beer fans and our go to food complement pairing effortlessly with all kinds of cuisine from peanut butter and banana sandwiches to braised pork belly and apple pie This worldly libation is dark smooth and complex with chocolate and coffee flavors suffused with subtle smokiness from the addition of peat smoked malt ,5.9,4.03,20,40,11,87,13,78,53,9,0,18,62,76,117,0,1,0,1,1,1,0,1,0,1,1
2153,3152,34,73,The dark robust body and pronounced smoky flavor of this limited edition beer make it an adventuresome taste experience Alaskan Smoked Porter is produced in limited vintages each year on November and unlike most beers may be aged in the bottle much like fine wine IBU ,6.5,4.18,20,40,15,69,5,37,51,7,2,10,13,81,80,0,1,0,0,0,0,0,0,0,1,0
2154,3153,1009,73,Dark rich and smoky this classic porter is brewed with German smoked malt and makes perfect after dinner or anytime sipper for those who love bigger beer Winner of the Gold Medal in the Great American Beer Festival for best Smoked Beer in America IBU ,6.0,3.9,20,40,6,54,7,18,38,4,0,3,11,88,70,0,0,0,0,0,0,0,0,0,1,1
2155,3154,68,73,This th Century style Smoked Porter has subtle accent of peat like Bamberg smoked malt which is apparent in both the aroma and flavor It is brewed with seven varieties of premium European malted barley resulting in note of bittersweet chocolate and coffee that are counter balanced by long sustaining finish of Goldings hops IBU ,7.0,3.95,20,40,13,97,25,72,74,27,1,19,43,67,139,0,1,0,1,1,0,0,0,1,1,1
2156,3155,1397,73,Big black and smokey an imperial porter rich full bodied with silky chocolate crown Dark roasted flavors host the smokey character of wood fired malt while chipotle peppers add smoldering tickle of heat ,7.5,4.03,20,40,9,115,28,31,52,5,0,6,10,173,88,0,1,1,0,1,0,0,0,0,1,1
2157,3157,409,73,A lightly smoked coffee porter made with touch of German beechwood smoked malt as well as high quality lbs of Sightglass coffee per barrel ,7.6,4.29,20,40,6,88,6,111,46,3,0,1,17,55,139,0,0,0,1,0,0,0,0,0,1,1
2158,3159,345,73,Viven porter is rather bitter porter with nice roasted flavours Viven porter is an art of brewing The Porter has very enjoyable aftertaste and makes many friends ,7.0,3.94,20,40,14,96,19,79,62,12,0,19,39,82,118,0,0,0,1,0,0,0,0,1,0,0
2159,3160,675,73,Our winter seasonal is brewed in the robust porter style using peat smoked malt The addition of American hops create piney resin flavor with smooth finish Copious amounts of black malt lend to khaki colored head and dark chocolate backbone ,6.0,3.79,20,40,9,80,11,48,44,4,0,3,28,58,91,0,1,0,1,1,0,0,0,1,1,1
2160,3161,16,73,Now what is this smoked beer It really isn as crazy as it sounds years ago virtually all beers were smoked it true Google it but with the dawning of the industrial revolution most of the smoke lifted However in the German town of Bamberg the flame has quite literally been kept alive and to this day the town brewers produce world renowned beers brewed with their own special rauchmalz beechwood smoked malt We ve taken our best porter recipe and added good measure of that same Bamberg Rauchmalz The smoke mingles beautifully with the rich dark roasted chocolate flavours of the porter without being overpowering Although it pairs extremely well with smoked seafood barbeques strong cheeses and hearty stews its food friendliness isn limited to savouries chocolate and caramel based deserts are great companions too Trust us it really isn as crazy as it sounds IBU ,6.2,3.88,20,40,19,104,18,60,89,25,0,28,37,118,133,0,1,1,0,1,0,0,0,0,1,1
2161,3162,12,73,Smoked Pigasus is robust and delicious porter brewed with rye smoked malt and maple syrup The maple syrup provides perfect balance for the smoked malt Smoked Pigasus pours deep mahogany with aromas of chocolate smoke and caramel big thank you to Pappy Smokehouse ,6.0,3.83,20,40,15,94,8,32,129,9,0,3,17,96,148,0,1,0,0,1,0,0,0,0,1,1
2162,3163,409,73,This is the bigger badder version of Coffee Cigarettes We use about lbs per barrel of Sightglass coffee for an intense coffee kick alongside light addition of German Beechwood Smoked Malt for touch of smoke character ,10.4,4.4,20,40,10,59,11,86,31,0,1,1,14,43,111,0,0,0,1,0,0,0,0,0,1,1
2163,3164,538,73,Nov Dec release ,6.8,4.07,20,40,5,91,4,47,67,8,0,11,22,119,97,0,0,0,0,0,0,0,0,0,0,0
2164,3165,130,73,Smoked Porter Inspired by smoke stacks and steam engines of Mordor The Black Country nod back to the smokey Porters and Stouts of the Industrial Revolution invented in Shoreditch One of the first recipes that made it from our litre home brew kit Malt Simpsons Best Smoke Caramalt Crystal Oats Munich Brown Chocolate Black Hops Magnum Chinook ,5.4,3.92,20,40,10,86,14,52,65,9,0,11,40,92,102,0,0,0,0,0,0,0,0,0,1,0
2165,3166,791,73,Robust all day without dictating your life this is the porter that other dark beers hang poster of on their own bedroom wall Malt sweetness is just present enough to enhance the dark chocolate and roasted coffee flavors without destroying the drinkability This brew provides subtle smoke profile that simultaneously creates new fans of dark beer and tames the beast inside the bold beer aficionado ,6.5,3.87,20,40,2,26,5,9,20,4,0,2,1,30,42,0,1,0,1,1,0,0,0,0,1,1
2166,3167,1116,73,Named after the Aztec relic of Tezcatlipoca This mystic ale is brewed with varieties of malts including touch of peated malt in order to create subtle smoke character It is delicately hopped with an intense malt backbone ,5.5,3.7,20,40,3,47,7,18,21,3,0,4,13,60,59,0,0,0,1,0,0,0,0,1,1,1
2167,3168,1290,73,Smoke Signal is an American style Robust Porter using generous amount of pale ale malt smoked with Alderwood the smoke source used in the Pacific Northwest for salmon We smoke pounds of pale malt for each barrel batch of Smoke Signal Alderwood imparts slightly sweet smoke flavor that balances well with the residual sweetness of the beer imparted through the use of dark crystal malts chocolate and roasted barleys combine with American hops to deliver flavorful robust porter with just the right amount of smoked flavor ,6.8,3.96,20,40,3,44,2,23,32,6,0,4,14,78,51,0,1,0,1,1,0,0,0,1,1,1
2168,3169,1157,73,This deep dark brew may help to tame those cool evenings and put little spunk in the long nights You ll flavor the sweet caramel malts roasted grains big mouth feel and touch of smoked grain ,8.0,3.75,20,40,22,70,24,60,59,23,0,19,45,86,100,0,1,0,0,1,0,0,0,0,1,1
2169,3170,293,73,During the summer of our brewers were developing and subsequently falling in love with our Ommegang Smoked Porter Sampling the first pilot batches it was clear that this was beer that was meant for barrel ageing Thus when we brewed Smoked Porter to release in the winter of we also set some aside in bourbon barrels Each individual barrel then received additions of several whole Madagascar vanilla beans to impart their rich and creamy flavors into the beer as it aged Now six months later it is ready to drink ,8.9,4.19,20,40,11,101,52,33,87,14,0,27,14,106,127,0,1,1,0,0,0,0,0,0,1,1
2170,3171,135,73,The fourth of beers celebrating literary classic and one of our favorites Leaves of Grass by Walt Whitman German smoked malt chocolate malt and roasted malt work in harmony with carefully chosen hops for smooth smokey take on classic style ,6.0,3.94,20,40,16,97,7,54,56,16,1,10,70,100,118,0,1,0,1,1,0,0,0,1,1,1
2171,3173,1077,73,Pipeworks Smoked Porter is brewed with classic rauch malt and cherrywood smoked malt totaling of the grist This first offering in our smoked series starts with rich malt base with hints of roast finishing with moderate level of smoky campfire goodness We ll be brewing this one with different levels of smokiness throughout the year so we re sure to find something with just the right amount of smoke for you ,7.0,3.87,20,40,13,54,3,17,36,4,0,6,5,83,61,0,0,0,0,0,0,0,0,0,1,1
2172,3175,429,73, IBU ,7.0,4.0,20,40,6,79,5,27,46,8,4,12,8,124,64,0,0,0,0,0,0,0,0,0,0,0
2173,3176,1362,73,Campfire is full bodied robust smoked porter We put lot of love into this beer hand smoking the malt on local applewood giving this beer very appealing and balanced smoky flavor aroma The result Jet black roasty toasty goodness Since we took care to craft this beer with just the right balance of smokiness you can pair Campfire with wide variety of foods especially barbecue Or for dessert you might want to simulate beautiful night outdoors by pairing Campfire with mores IBU ,6.4,3.75,20,40,12,90,4,62,49,7,1,2,28,110,106,0,1,0,0,1,0,0,0,0,1,1
2174,3178,700,73,Named after the people god in Norse Mythology the mighty Thor robust smoked porter with late addition smoked hot peppers utilizing some of the hottest peppers in the world Don worry the seeds and membranes of the peppers have been removed after the peppers were roasted and smoked so the beer has bit of bite and flavor but no overbearing heat ,9.5,4.25,20,40,4,56,22,28,31,0,0,1,8,78,66,0,0,1,0,0,0,0,0,0,1,1
2175,3179,399,73, cups Ethiopian Sidamo medium roast ground Turkish cup organic cocoa powder unsweetened no alkaline cup diamond kosher salt cup organic light brown sugar cup ground black pepper Tbs organic ground cinnamon Tbs cayenne Tbs ground cumin Tbs garlic powder cup at flame out and cup in secondary for every gallons https www youtube com watch cOOXOtjA feature em subsdigest ,6.5,3.89,20,40,10,29,14,33,27,3,6,5,8,77,40,1,1,0,1,1,0,1,0,0,1,1
2176,3180,299,73,Fashioned in the Robust Porter style mahogany hued Smokebrush Porter is richly roasted gratifying brew clever combination of malts smoked on peat and beechwood add an ever so slightly smoky character to the finish Look for new label designed each year by local artist One of our Community Ales of the profits from this beer go to the Smokebrush Foundation for the Arts and their Creative Community Efforts like the Uncle Wilber Fountain ,6.3,3.65,20,40,8,80,6,54,55,9,0,14,25,64,99,0,0,0,0,0,0,0,0,0,1,1
2177,3181,582,73,Imperial Smoked Porter with sea salt aged in bourbon barrels and cherry bitters barrels ,11.2,4.19,20,40,11,82,58,36,68,13,13,70,20,67,96,0,0,1,1,0,0,1,1,1,0,1
2178,3184,1347,73,We smoke our own malts over apple maple and hickory woodchips to recreate this th Century Style robust ale ,5.9,3.97,20,40,7,87,10,40,56,14,2,16,30,101,92,0,0,0,0,1,1,0,1,0,1,1
2179,3186,1247,73,Prior to brewing our Smoked Porter Matt selects specialty malts to be smoked over an open flame imparting unique flavor profile in the porter The malts are smoked using apple and hickory wood for full hours Spring House Brewing Co chose to smoke the grain in local smoke house that dates back to the late th century This one of kind smoke house imparts layers of smoky depth to the beer that cannot be replicated Enjoy ,8.5,3.94,20,40,15,73,20,37,33,13,0,12,25,131,75,0,1,0,0,1,1,0,1,0,1,1
2180,3188,943,73,Our version of robust porter dark malt dominates the flavor profile mouth feel is lighter than our stout bitterness balanced to allow the specialty grains to shine ,5.0,3.85,20,40,10,29,3,30,14,1,0,0,16,17,50,0,0,0,1,0,0,0,0,1,0,1
2181,3190,144,73,Ond shows our love for smoked and dark beers Strength wise it belongs to robust porters which means it has slightly higher alcohol level and medium body The smoked character is incorporated into the entire beer and does not obscure the combination of roasted malts that give it chocolaty and caramely character To top it all off we have added carefully selected combination of Slovene and American hops that together in the form of slightly herbal woody note conclude the complexity of Ond IBU ,6.3,4.04,20,40,9,28,7,22,23,7,1,5,19,26,32,0,1,1,1,1,0,0,0,1,1,1
2182,3193,376,73,We took classic Ameican Porter and brewed it with Briess cherry wood smoked malt Lower in alcohol to allow the maltiness through Black in color medium body soft hops and intensely smoky ,5.8,4.13,20,40,12,93,9,35,48,3,0,7,17,101,102,0,1,1,1,0,0,0,1,1,1,1
2183,3194,565,73,A robust porter brewed with malted barley that was smoked over Adler wood by our brewers on site Rich smoky aromas greet your nose while flavors of dark chocolate smoke some roasted malt and bit of coffee hit the taste buds Finishes nice and dry ,9.0,3.99,20,40,3,29,9,19,13,0,0,0,5,28,35,1,1,0,1,1,0,0,0,0,1,1
2184,3197,1373,73,A Imperial Porter using Rauch Malt for depth of smoke selection of Chillies for subtle smokey flavours and designed to light the fire under you and mix of both roasted and regular Rye Malt to spice things up further ,13.2,4.16,20,40,1,37,9,13,28,2,0,1,2,49,51,0,0,0,0,0,0,0,0,0,1,0
2185,3198,391,73,A complex beer with layers of flavors unfolding as this it slides down your throat Before the introduction of indirect fired malt kilns all beers had smoky flavor Today only handful of brewers produce beer reminiscent of those of the past We use imported German smoked malt to add depth and complexity to our Smoked Porter ,6.0,3.81,20,40,2,7,0,5,4,0,0,0,3,12,12,0,0,0,0,0,0,0,0,0,1,1
2186,3651,1240,84, Degrees Plato Degrees L row Pale MaltCaramel MaltPureed PumpkinKettle Hops MagnumAroma Hops Sterling ,8.6,4.13,5,70,6,24,16,17,20,7,3,65,20,51,47,0,0,0,0,0,0,0,0,0,0,0
2187,3652,515,84,Also known as Punkin Brown AleA full bodied brown ale with smooth hints of pumpkin and brown sugar We brew our Punkin Ale with pumpkin meat brown sugar and spices As the season cools this is the perfect beer to warm up with Punkin Ale is named after the seriously off centered southern Delaware extravaganza Punkin Chunkin check out some of these Discovery Channel videos of Punkin Chunkin you gotta see it to believe it In fact Punkin Ale made its debut as it claimed first prize in the Punkin Chunkin Recipe Contest Yes that was full months before we even opened our doors for business IBU ,7.0,3.95,5,70,13,44,16,11,51,13,0,78,18,71,50,0,1,1,0,1,0,0,1,0,1,0
2188,3653,456,84,Formerly Blue Moon Harvest Moon Pumpkin Ale ,5.7,3.14,5,70,8,33,11,3,19,2,0,79,10,81,41,0,0,0,0,0,0,0,0,0,0,0
2189,3654,1209,84,Pumpkinhead is crisp refreshing wheat ale with delightful aromatics and subtle spice flavor To celebrate the fall season we enhance the pumpkin flavor with proprietary blend of spices including cinnamon and nutmeg proper pint of Pumpkinhead is served in pint glass rimmed with sugar and cinnamon and often accompanied by shot of spiced rum or vanilla vodka ,4.5,3.03,5,70,19,26,11,15,28,20,1,117,16,100,58,1,0,1,0,1,0,0,1,0,1,1
2190,3655,1456,84,We set out to make bold monument for The King of the Pumpkins This ABV pumpkin ale is the mother of all pumpkin ales It is heartier spicier and more caramelly and pumpkiny than its faint brethren We have added lots of pumpkin along with cinnamon nutmeg and touch of cardamom and clove giving this beer spicy full bodied flavor This truly is an Imperial Pumpkin Ale Perfect finisher on cool autumn night or match it up with slice of pumpkin pie and fresh whipped cream ,8.0,3.92,5,70,7,42,25,10,44,12,0,95,9,138,48,1,1,0,0,1,0,0,1,0,1,1
2191,3656,191,84,Brought back in ,5.7,3.49,5,70,4,14,5,8,22,12,0,86,13,39,27,0,0,0,0,0,0,0,0,0,0,0
2192,3657,1340,84,Our Pumpkin Ale blends the spices of the harvest with full bodied sweetness for beer that tastes like pumpkin pie Pounds of pumpkin form malty foundation that supports the fall flavors of cinnamon nutmeg and clove While pumpkin beers were produced in the early days of the American colonies they were different from the pumpkin beers we know today Colonists used pumpkin and squash as the fermenting medium since malted barley was scarce Once malt became more readily available it replaced these alternatives to grain In the American craft brewers reintroduced the style to the delight of pumpkin beer drinkers IBU ,8.0,4.23,5,70,12,27,6,11,36,17,0,92,13,77,44,0,1,0,0,1,0,0,1,0,1,1
